"","totphys_3m","totnonphys_3m","totwork_3m","totschool_3m","totother_3m","tothome_3m","totcon_all_3m","AGE_I","GENDER_I","INCOME_I","RACE_ETHNICITY_I","totphys","totnonphys","totwork","totschool","totother","tothome","totcon_all","WTFinal_US_M3_AbIGg"
"754",1,0,0,0,1,0,1,5,1,4,2,2,5,0,0,3,4,7,41620.127393076
"755",0,0,0,0,0,0,0,6,2,4,2,0,2,0,0,2,0,2,45149.2141961116
"756",0,11,11,0,0,0,11,5,2,3,2,4,0,0,0,0,4,4,34790.1968932617
"757",1,6,0,0,6,1,7,6,2,4,2,11,36,0,0,47,0,47,80008.4741769863
"758",10,10,20,0,0,0,20,5,1,3,2,0,0,0,0,0,0,0,284920.080623522
"759",7,6,6,0,7,0,13,4,2,6,2,1,10,5,0,6,0,11,307587.825781024
"760",1,0,0,0,0,1,1,4,2,6,2,1,0,0,0,1,0,1,44788.1253092251
"761",4,0,0,0,0,4,4,6,2,2,2,2,0,0,0,0,2,2,259100.528501937
"762",4,2,0,0,0,6,6,3,1,4,2,7,1,0,0,0,8,8,115552.042511185
"763",3,0,0,0,0,3,3,3,2,6,2,3,0,0,0,0,3,3,85139.2733076072
"764",1,0,0,0,0,1,1,6,1,6,2,1,0,0,0,0,1,1,137600.422599631
"765",6,57,59,0,2,2,63,1,2,5,2,3,2,0,1,2,2,5,539957.475859467
"766",6,8,13,0,0,1,14,2,1,4,2,3,0,0,3,0,0,3,93126.0778940556
"767",0,1,0,0,1,0,1,2,2,4,1,0,2,0,0,0,2,2,162822.992334206
"768",0,311,0,0,304,7,311,3,2,4,2,11,12,0,0,15,8,23,97678.663068147
"769",2,2,0,0,3,1,4,6,2,6,2,64,2,0,0,2,64,66,77801.9056014036
"770",3,1,0,0,0,4,4,6,1,5,1,1,0,0,0,0,1,1,47082.3127138752
"771",1,1,1,0,1,0,2,6,2,8,2,3,1,0,0,4,0,4,158165.940778641
"772",0,1,0,0,1,0,1,6,2,8,2,0,2,0,0,2,0,2,98296.2330519772
"773",2,0,0,0,0,2,2,6,2,3,2,1,1,0,0,1,1,2,437134.423533837
"774",2,1,0,0,1,2,3,3,1,6,2,0,7,0,0,7,0,7,96575.8118501435
"775",0,5,0,0,0,5,5,6,2,5,2,0,2,0,0,0,2,2,61575.960287638
"776",1,15,10,0,5,1,16,3,2,3,1,13,6,0,0,4,15,19,523509.189469128
"777",0,22,0,0,21,1,22,6,2,3,2,0,0,0,0,0,0,0,16879.8120898868
"778",6,6,12,0,0,0,12,5,1,2,1,1,6,6,0,0,1,7,139435.916643402
"779",0,3,0,0,3,0,3,6,2,2,2,0,0,0,0,0,0,0,385788.885185364
"780",86,11,21,75,0,1,97,4,2,7,2,4,0,3,0,0,1,4,71807.3868004127
"781",5,15,16,0,1,3,20,3,1,3,1,6,4,0,0,4,6,10,313105.592489111
"782",6,27,24,0,7,2,33,2,1,4,2,3,1,0,0,3,1,4,147765.762188657
"783",1,0,0,0,0,1,1,4,1,2,2,0,0,0,0,0,0,0,13898.6187033405
"784",1,0,0,0,0,1,1,6,1,6,2,0,2,0,0,2,0,2,54400.9857615263
"785",0,1,0,0,1,0,1,5,2,3,2,9,2,0,0,2,9,11,23899.6537037546
"786",6,0,6,0,0,0,6,6,1,6,2,1,0,0,0,0,1,1,33877.4079761637
"787",11,0,0,0,0,11,11,2,2,4,2,4,8,0,0,8,4,12,102308.247800165
"788",1,0,0,0,0,1,1,5,2,4,2,1,2,0,0,1,2,3,44914.7543541442
"789",96,0,94,0,0,2,96,5,2,3,1,1,0,0,0,0,1,1,78252.9671858444
"790",0,4,0,0,4,0,4,6,1,3,2,1,0,0,0,1,0,1,71206.1246740552
"791",2,0,0,0,1,1,2,4,1,8,2,1,6,0,0,6,1,7,355256.20701439
"792",9,2,0,0,11,0,11,2,1,5,1,3,0,0,0,0,3,3,66598.4181008787
"793",0,8,5,0,3,0,8,4,2,3,2,0,1,0,0,0,1,1,18233.0053301003
"794",1,1,0,0,1,1,2,5,1,6,2,0,3,0,0,3,0,3,27750.2326029617
"795",1,1,0,0,2,0,2,2,2,4,1,5,0,0,0,5,0,5,113397.584625921
"796",8,15,0,0,18,5,23,3,1,6,2,5,0,0,0,0,5,5,40486.9102926679
"797",0,3,0,0,2,1,3,4,2,4,2,0,1,0,0,1,0,1,91431.2114980341
"798",3,3,3,0,0,3,6,3,2,8,2,4,9,9,0,0,4,13,170320.338759565
"799",5,0,0,0,2,3,5,3,2,6,2,4,8,8,0,0,4,12,175741.283167579
"800",2,2,0,0,3,1,4,6,1,8,2,1,0,0,0,0,1,1,289217.079307171
"801",0,0,0,0,0,0,0,6,2,4,2,0,4,0,0,4,0,4,73952.2471659844
"802",28,0,26,0,0,2,28,4,1,8,2,3,4,0,0,4,3,7,355256.20701439
"803",6,0,0,0,5,1,6,5,2,7,2,1,0,0,0,0,1,1,287002.8730536
"804",2,0,0,0,0,2,2,6,1,4,2,1,1,0,0,1,1,2,60935.5393742463
"805",4,2,0,0,0,6,6,4,2,6,2,1,3,0,0,3,1,4,81124.9062312807
"806",1,1,0,0,0,2,2,6,2,6,2,0,0,0,0,0,0,0,64456.4913085239
"807",2,2,0,0,3,1,4,5,2,3,2,0,5,0,0,5,0,5,81011.30031186
"808",0,1,0,0,0,1,1,5,2,2,2,0,7,0,0,3,4,7,48015.7755118268
"809",3,0,0,0,0,3,3,3,1,6,2,4,1,0,0,1,4,5,39083.0058498444
"810",3,9,4,0,3,5,12,1,2,2,2,1,3,2,0,0,2,4,190653.59727447
"811",12,10,0,0,20,2,22,6,2,7,2,2,0,0,0,0,2,2,110810.583732146
"812",15,15,30,0,0,0,30,3,2,5,2,5,35,40,0,0,0,40,57126.5153911571
"813",5,0,0,0,1,4,5,4,1,7,2,4,1,0,0,1,4,5,77026.2982433083
"814",1,7,0,0,7,1,8,1,2,6,1,1,0,0,0,0,1,1,105606.779910804
"815",14,15,23,0,5,1,29,5,2,3,2,16,10,23,0,1,2,26,57571.6744605846
"816",2,1,1,0,1,1,3,4,2,2,2,1,0,0,0,0,1,1,61950.9742651899
"817",8,15,19,0,0,4,23,4,1,6,2,5,0,0,0,5,0,5,217543.932078374
"818",0,3,0,0,0,3,3,6,2,2,2,3,2,0,0,5,0,5,33896.4442262963
"819",3,0,0,0,0,3,3,3,1,4,2,3,8,6,0,2,3,11,44228.6725311385
"820",3,13,12,0,0,4,16,3,2,3,2,2,9,9,0,0,2,11,62469.0798818208
"821",92,73,117,0,24,24,165,5,1,3,2,59,10,43,0,20,6,69,81953.1776920815
"822",6,0,0,0,4,2,6,6,1,5,2,1,0,0,0,0,1,1,59751.0904559664
"823",0,2,0,0,1,1,2,6,2,6,2,1,5,0,0,5,1,6,136057.993123915
"824",4,10,0,0,9,5,14,2,2,3,2,1,0,0,0,0,1,1,41444.2003764802
"825",0,0,0,0,0,0,0,6,1,3,2,1,3,0,0,3,1,4,319024.694075961
"826",10,7,16,0,0,1,17,5,1,6,2,163,0,163,0,0,0,163,539957.475859467
"827",4,15,0,0,15,4,19,5,1,7,2,6,7,0,0,10,3,13,166180.479050218
"828",2,11,0,0,11,2,13,3,1,8,2,2,0,0,0,0,2,2,341534.285677025
"829",3,0,0,0,0,3,3,3,1,6,2,1,1,0,0,0,2,2,40256.9388020289
"830",1,0,0,0,0,1,1,5,1,6,2,2,2,0,0,2,2,4,66572.4052154278
"831",0,110,110,0,0,0,110,4,1,7,4,0,13,5,0,7,1,13,130038.378853467
"832",2,0,0,0,0,2,2,4,2,7,2,1,0,0,0,0,1,1,97386.0317779756
"833",0,0,0,0,0,0,0,6,1,2,2,0,0,0,0,0,0,0,16711.5229352525
"834",4,37,38,0,0,3,41,4,2,5,2,4,32,34,0,0,2,36,36096.7729036249
"835",3,0,0,0,2,1,3,6,2,6,2,0,1,0,0,0,1,1,10388.5065084507
"836",2,1,0,0,1,2,3,6,2,5,2,1,11,0,0,11,1,12,26396.522173803
"837",1,2,0,0,2,1,3,6,2,3,2,0,0,0,0,0,0,0,9200.19247324491
"838",2,19,1,0,20,0,21,6,1,1,2,0,3,0,0,3,0,3,20978.5048546458
"839",0,0,0,0,0,0,0,4,2,3,2,0,16,0,0,10,6,16,57253.3211950126
"840",1,1,0,0,2,0,2,4,1,5,1,0,8,0,0,8,0,8,30626.1951173753
"841",1,0,0,0,0,1,1,2,1,3,3,7,0,5,0,0,2,7,539957.475859467
"842",0,2,1,0,0,1,2,5,2,1,2,0,0,0,0,0,0,0,7845.28815532985
"843",1,3,0,0,3,1,4,4,1,8,2,2,2,0,0,3,1,4,176876.11420599
"844",0,8,0,0,3,5,8,1,1,3,2,0,4,0,0,0,4,4,94506.4580360766
"845",4,43,46,0,0,1,47,2,2,4,2,2,2,0,0,0,4,4,105103.369497978
"846",1,1,0,0,1,1,2,2,2,7,2,6,0,0,0,6,0,6,80722.6803693233
"847",1,0,0,0,0,1,1,2,1,8,2,1,3,0,0,3,1,4,224540.780924447
"848",3,2,0,0,2,3,5,1,2,3,2,5,7,0,0,0,12,12,16405.6920844294
"849",2,5,0,0,5,2,7,3,2,6,1,2,0,0,0,0,2,2,143238.928725053
"850",1,4,0,0,4,1,5,6,1,6,2,2,0,0,0,1,1,2,28381.1755292171
"851",2,2,0,0,0,4,4,4,2,5,2,2,2,2,0,0,2,4,11644.6189485727
"852",1,1,0,0,1,1,2,3,1,5,2,1,1,0,0,1,1,2,27132.4992976869
"853",2,3,5,0,0,0,5,5,1,6,2,2,4,0,0,4,2,6,29735.5584757942
"854",1,1,0,0,1,1,2,6,2,5,2,1,0,0,0,0,1,1,10780.3939148611
"855",1,3,0,0,2,2,4,6,1,6,2,0,2,0,0,0,2,2,28381.1755292171
"856",1,0,0,0,0,1,1,5,2,4,2,6,6,0,0,0,12,12,37856.5020386448
"857",3,0,0,0,0,3,3,2,2,6,2,4,0,0,0,1,3,4,73878.3701243058
"858",11,18,21,0,7,1,29,4,2,7,2,1,6,3,0,3,1,7,61833.020332365
"859",1,4,0,0,0,5,5,2,2,6,2,4,1,0,0,0,5,5,176137.783096412
"860",0,0,0,0,0,0,0,5,2,4,2,0,0,0,0,0,0,0,22496.4687045558
"861",5,1,0,0,0,6,6,6,2,5,2,5,0,0,0,0,5,5,136117.222743684
"862",0,0,0,0,0,0,0,6,2,2,5,2,1,0,0,0,3,3,46478.5985314329
"863",7,0,2,0,2,3,7,2,2,5,1,0,0,0,0,0,0,0,56442.6817893244
"864",0,5,4,0,1,0,5,5,2,5,2,0,0,0,0,0,0,0,42248.1022503082
"865",1,0,0,0,0,1,1,6,1,6,2,1,5,0,0,4,2,6,11485.5016798101
"866",0,12,0,0,11,1,12,5,1,3,4,0,0,0,0,0,0,0,10298.9127962732
"867",2,1,0,0,0,3,3,5,2,7,2,3,2,0,0,2,3,5,27600.0698607087
"868",0,15,15,0,0,0,15,3,1,5,2,0,2,0,0,2,0,2,320511.546332548
"869",0,1,0,0,0,1,1,5,2,6,2,3,1,0,0,0,4,4,42875.9459696007
"870",2,0,0,0,0,2,2,2,2,5,1,8,4,0,0,9,3,12,110975.431051179
"871",1,0,0,0,0,1,1,5,1,5,2,1,1,1,0,0,1,2,57556.1143874179
"872",2,3,0,0,4,1,5,5,2,1,5,0,0,0,0,0,0,0,41756.4953751705
"873",1,0,0,0,0,1,1,6,2,5,2,0,1,0,0,0,1,1,108513.816509167
"874",1,7,0,0,4,4,8,5,1,8,2,5,0,0,0,5,0,5,48559.119147297
"875",32,0,30,0,0,2,32,5,2,4,3,0,0,0,0,0,0,0,171846.307564775
"876",3,10,10,0,0,3,13,3,2,5,2,3,0,0,0,0,3,3,68257.4764973053
"877",2,6,0,0,6,2,8,1,2,2,1,0,0,0,0,0,0,0,74525.8627981652
"878",2,2,0,0,3,1,4,6,1,4,2,1,1,0,0,1,1,2,20659.0551536729
"879",0,0,0,0,0,0,0,3,1,8,2,2,2,0,0,4,0,4,47217.3380506852
"880",2,5,0,0,5,2,7,5,2,6,4,2,3,0,0,3,2,5,72350.7645144502
"881",2,2,0,0,0,4,4,3,1,8,2,1,0,0,0,0,1,1,29531.8862890051
"882",0,2,0,0,0,2,2,5,1,1,2,1,3,0,0,4,0,4,5097.60500385038
"883",0,1,0,0,1,0,1,3,2,6,2,0,5,0,0,5,0,5,25336.1550453851
"884",1,27,28,0,0,0,28,5,2,5,2,1,1,0,0,2,0,2,12729.3712393383
"885",21,0,19,0,2,0,21,6,2,6,2,2,0,0,0,0,2,2,44470.8479291959
"886",2,3,0,0,5,0,5,6,1,6,2,0,5,0,0,5,0,5,11830.4907255888
"887",0,1,0,0,0,1,1,5,1,3,2,1,1,0,0,1,1,2,18712.5090377215
"888",2,0,0,0,0,2,2,6,2,7,5,1,0,0,0,0,1,1,165469.271838731
"889",0,9,1,0,8,0,9,5,2,5,2,3,11,11,0,3,0,14,7950.65579598416
"890",4,15,15,0,0,4,19,2,2,4,4,9,15,20,0,0,4,24,146602.448605291
"891",0,1,0,0,0,1,1,4,2,3,2,0,2,0,0,0,2,2,40111.5080460594
"892",1,0,0,0,0,1,1,5,2,3,2,1,0,0,0,0,1,1,9930.12132003037
"893",3,0,0,0,0,3,3,5,1,3,1,4,1,0,0,2,3,5,42191.6598751008
"894",1,8,6,0,1,2,9,2,2,8,4,3,9,10,0,0,2,12,408637.682673498
"895",4,10,10,0,0,4,14,2,2,2,1,62,22,80,0,0,4,84,74646.5313626234
"896",1,2,2,0,0,1,3,2,2,1,2,1,5,0,0,1,5,6,21130.8782929772
"897",3,0,0,0,2,1,3,3,1,6,2,2,0,0,0,1,1,2,93061.6360752944
"898",4,0,0,0,0,4,4,6,2,3,2,1,0,0,0,0,1,1,9349.38565604938
"899",13,6,0,0,16,3,19,6,2,4,2,1,2,0,0,2,1,3,62907.8145005338
"900",4,2,0,0,2,4,6,6,1,7,2,1,1,0,0,1,1,2,55705.8441582946
"901",0,0,0,0,0,0,0,5,2,4,2,0,3,0,0,3,0,3,37448.4650473716
"902",1,6,0,0,0,7,7,6,2,4,2,0,0,0,0,0,0,0,17494.6314621706
"903",1,8,7,0,0,2,9,5,1,8,2,1,11,10,0,0,2,12,79817.8423304318
"904",0,1,0,0,1,0,1,4,2,6,2,0,2,0,0,2,0,2,36627.5920825714
"905",1,0,0,0,0,1,1,5,1,6,2,1,4,0,0,4,1,5,56258.5015643651
"906",0,3,0,0,2,1,3,2,2,4,4,1,1,0,0,0,2,2,80052.3819465476
"907",0,5,0,0,4,1,5,5,2,1,3,0,0,0,0,0,0,0,137698.760153934
"908",0,3,2,0,0,1,3,3,1,6,2,1,0,0,0,0,1,1,20567.6785058183
"909",2,0,0,0,0,2,2,1,2,1,2,2,4,0,0,4,2,6,52124.6809858742
"910",4,0,0,0,0,4,4,1,1,8,2,3,4,0,0,1,6,7,157994.781134069
"911",3,13,9,0,7,0,16,4,2,3,1,0,10,10,0,0,0,10,36025.3906810116
"912",1,4,0,0,5,0,5,3,2,5,2,1,2,0,0,3,0,3,24106.3320300548
"913",1,1,0,0,1,1,2,6,1,5,2,1,1,0,0,0,2,2,20257.4898966696
"914",0,6,0,0,5,1,6,5,2,6,2,0,3,0,0,3,0,3,362526.372550443
"915",0,9,0,0,8,1,9,3,2,5,4,0,1,0,0,1,0,1,67314.7086192582
"916",1,5,0,0,5,1,6,6,2,6,2,10,0,0,0,0,10,10,25875.5377981095
"917",35,0,34,0,0,1,35,4,2,6,2,3,15,16,0,0,2,18,68376.3102412689
"918",5,20,21,0,0,4,25,4,2,3,1,0,3,3,0,0,0,3,137575.275099352
"919",0,0,0,0,0,0,0,4,1,7,2,0,1,0,0,0,1,1,25300.8986767422
"920",0,0,0,0,0,0,0,5,2,8,2,0,0,0,0,0,0,0,37228.4029164277
"921",1,0,0,0,0,1,1,2,2,5,2,1,0,0,0,0,1,1,22023.32617674
"922",0,2,0,0,2,0,2,3,1,7,2,0,0,0,0,0,0,0,141415.530237852
"923",0,2,0,0,1,1,2,6,2,7,2,0,1,0,0,0,1,1,31737.5018490516
"924",1,0,0,0,0,1,1,1,2,1,1,4,0,0,0,0,4,4,180713.19307948
"925",0,4,0,0,4,0,4,4,1,1,2,0,0,0,0,0,0,0,13705.5375344028
"926",1,9,0,0,5,5,10,6,2,3,2,0,0,0,0,0,0,0,16349.9677735483
"927",0,0,0,0,0,0,0,5,1,4,1,1,4,0,0,5,0,5,253065.942999589
"928",0,0,0,0,0,0,0,4,1,8,2,1,1,0,0,1,1,2,19173.3569362944
"929",11,0,0,9,0,2,11,4,2,4,2,3,3,0,0,4,2,6,58846.8077287873
"930",1,1,0,0,1,1,2,4,1,6,2,0,8,0,0,8,0,8,60419.5732059099
"931",4,0,0,0,2,2,4,2,1,6,2,22,0,20,0,0,2,22,49571.9078484901
"932",3,3,0,0,5,1,6,6,2,5,2,3,2,0,0,4,1,5,100569.208167984
"933",0,9,0,0,9,0,9,4,1,4,4,0,37,0,0,37,0,37,57739.2074900821
"934",10,6,0,0,1,15,16,6,2,6,2,1,1,0,0,1,1,2,65442.8476914428
"935",0,0,0,0,0,0,0,5,2,4,2,0,2,0,0,0,2,2,25672.8571777335
"936",5,12,9,0,0,8,17,4,1,7,2,2,171,171,0,0,2,173,153861.711922184
"937",5,4,0,0,8,1,9,6,2,7,2,2,2,0,0,3,1,4,23705.2490071244
"938",1,1,0,0,1,1,2,4,2,4,2,1,2,2,0,0,1,3,33046.7896384235
"939",1,4,0,0,0,5,5,4,2,1,5,7,0,0,0,7,0,7,90555.212489535
"940",0,15,13,0,2,0,15,4,2,4,2,7,11,12,0,5,1,18,15723.4401914088
"941",1,0,0,0,0,1,1,4,1,8,2,3,5,5,0,0,3,8,46028.7730820396
"942",7,0,0,0,6,1,7,5,2,8,2,1,1,1,0,1,0,2,29991.1035414499
"943",1,0,0,0,0,1,1,4,1,6,2,2,0,1,0,0,1,2,121679.580061865
"944",1,1,0,0,0,2,2,6,2,6,2,2,5,0,0,6,1,7,181374.647502998
"945",0,3,3,0,0,0,3,6,1,3,2,0,0,0,0,0,0,0,5356.68046725032
"946",0,0,0,0,0,0,0,6,2,3,4,0,0,0,0,0,0,0,203664.080190409
"947",0,0,0,0,0,0,0,6,2,3,2,0,2,0,0,0,2,2,19328.7349935836
"948",6,4,0,0,7,3,10,1,2,4,2,5,8,0,0,12,1,13,74943.8095966781
"949",0,0,0,0,0,0,0,5,2,7,3,0,0,0,0,0,0,0,61101.6505509751
"950",0,0,0,0,0,0,0,6,2,8,2,0,3,0,0,3,0,3,87688.2759937917
"951",1,0,0,0,0,1,1,5,1,6,2,1,0,0,0,0,1,1,35034.1484247796
"952",3,5,5,0,1,2,8,4,2,8,2,8,0,0,0,8,0,8,68228.2436587446
"953",14,6,0,0,19,1,20,2,1,3,1,3,0,0,0,2,1,3,38829.6013801732
"954",0,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,33459.8556612312
"955",5,1,0,0,1,5,6,2,2,5,2,5,1,0,0,5,1,6,34867.5371564501
"956",1,5,0,0,5,1,6,2,2,7,2,1,2,0,0,0,3,3,88686.9598359732
"957",0,0,0,0,0,0,0,5,1,4,2,1,2,0,0,1,2,3,10320.2740743623
"958",2,3,0,0,3,2,5,3,2,8,4,2,0,0,0,0,2,2,103255.141609503
"959",0,2,0,0,2,0,2,5,2,5,2,0,1,0,0,1,0,1,31231.9091044205
"960",6,0,0,0,4,2,6,3,2,4,2,4,2,0,0,4,2,6,109531.523579937
"961",23,2,0,0,2,23,25,2,2,1,2,0,1,0,0,0,1,1,228319.446276893
"962",0,4,0,0,3,1,4,6,2,3,2,1,3,0,0,3,1,4,9103.50800545958
"963",0,10,8,0,0,2,10,5,1,8,4,1,0,0,0,0,1,1,62237.2700199334
"964",0,10,0,0,10,0,10,6,1,4,2,1,0,0,0,1,0,1,37915.0515916746
"965",5,3,0,0,5,3,8,5,1,8,2,1,11,10,0,0,2,12,128173.008607647
"966",4,5,0,0,3,6,9,6,2,7,2,1,0,0,0,0,1,1,110810.583732146
"967",0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0,40153.330779516
"968",1,2,0,0,2,1,3,6,2,6,2,1,0,0,0,0,1,1,27743.1828957057
"969",2,4,1,0,3,2,6,2,1,6,2,0,3,0,0,3,0,3,31097.4759771735
"970",0,2,0,0,2,0,2,5,1,4,2,1,2,0,0,0,3,3,17530.4710672471
"971",2,2,0,0,2,2,4,5,2,1,2,2,4,4,0,0,2,6,11568.4500945843
"972",1,1,0,0,1,1,2,2,1,7,2,2,6,0,0,8,0,8,145262.346550702
"973",1,2,0,0,2,1,3,5,2,7,2,1,1,0,0,2,0,2,53138.205456324
"974",1,0,0,0,0,1,1,6,2,7,2,1,1,0,0,1,1,2,93396.9504961205
"975",2,8,0,0,8,2,10,4,2,7,2,2,3,1,0,2,2,5,24717.7249455113
"976",4,15,0,19,0,0,19,3,2,4,2,1,1,0,0,0,2,2,11897.847797365
"977",23,60,75,0,0,8,83,2,1,6,3,21,14,30,0,5,0,35,539957.475859467
"978",9,0,0,0,4,5,9,5,2,4,2,1,0,0,0,0,1,1,66202.4876415945
"979",1,0,0,0,0,1,1,5,2,2,2,2,1,0,0,2,1,3,43717.5978766899
"980",1,7,0,0,6,2,8,6,2,3,2,1,1,0,0,0,2,2,27513.322045329
"981",2,4,0,0,0,6,6,6,1,6,2,1,10,0,0,10,1,11,17828.199769004
"982",7,0,0,0,0,7,7,3,1,5,2,4,2,0,0,2,4,6,23370.253022066
"983",12,12,20,0,0,4,24,2,2,3,1,44,39,32,0,44,7,83,115436.636033449
"984",2,1,0,0,2,1,3,6,2,3,2,0,0,0,0,0,0,0,16349.9677735483
"985",0,1,0,0,0,1,1,5,1,5,4,4,0,0,0,0,4,4,51021.0555268865
"986",2,2,0,0,2,2,4,4,2,4,2,2,0,0,0,0,2,2,44666.3898788188
"987",1,0,0,0,0,1,1,5,1,4,2,1,0,0,0,0,1,1,67312.7633083563
"988",2,0,0,0,0,2,2,5,2,7,2,1,12,0,0,12,1,13,34919.7315929269
"989",1,0,0,0,0,1,1,4,2,4,2,2,1,0,0,0,3,3,37164.9006365621
"990",1,1,0,0,0,2,2,6,2,5,2,1,0,0,0,0,1,1,17346.4546154757
"991",2,0,0,0,1,1,2,3,1,5,2,0,10,1,0,9,0,10,326460.938126776
"992",0,0,0,0,0,0,0,6,2,5,2,0,3,0,0,3,0,3,21963.3627522113
"993",1,2,2,0,0,1,3,3,1,8,4,1,2,0,0,2,1,3,201504.241085173
"994",2,3,0,0,4,1,5,4,1,5,2,1,11,11,0,0,1,12,44511.8637933052
"995",3,1,0,0,3,1,4,5,2,3,2,0,2,0,0,0,2,2,15110.9072962312
"996",0,0,0,0,0,0,0,5,2,5,2,0,0,0,0,0,0,0,79792.2598769131
"997",1,22,0,0,21,2,23,3,1,3,2,1,4,0,0,3,2,5,36953.473070903
"998",0,0,0,0,0,0,0,3,1,6,4,0,5,1,0,4,0,5,90741.2086389686
"999",1,2,2,0,0,1,3,2,1,2,1,1,1,0,0,0,2,2,149256.9525852
"1000",2,0,0,0,0,2,2,2,1,5,1,0,2,0,0,0,2,2,539957.475859467
"1001",0,1,0,0,1,0,1,5,1,1,3,0,2,0,0,2,0,2,32009.3640281586
"1002",0,0,0,0,0,0,0,5,2,3,3,0,0,0,0,0,0,0,60966.7231825417
"1003",2,11,10,0,3,0,13,2,2,4,2,0,0,0,0,0,0,0,6207.603884723
"1004",2,0,0,0,0,2,2,2,2,5,2,1,0,0,0,0,1,1,60650.2082018757
"1005",1,0,0,0,0,1,1,6,2,3,1,0,0,0,0,0,0,0,26963.4609743857
"1006",1,7,0,0,7,1,8,6,2,4,1,0,1,0,0,1,0,1,44853.8168588247
"1007",3,0,0,0,0,3,3,6,2,3,3,2,0,0,0,0,2,2,523487.990463809
"1008",1,1,0,0,1,1,2,5,2,3,1,3,4,0,0,0,7,7,25657.5443318586
"1009",219,13,210,0,0,22,232,5,2,6,3,46,0,0,0,37,9,46,82172.4156069524
"1010",6,130,135,0,0,1,136,1,1,3,2,1,0,0,0,0,1,1,417244.189951791
"1011",18,2,0,0,20,0,20,4,1,6,2,2,2,4,0,0,0,4,54509.5015682402
"1012",1,1,0,0,1,1,2,6,2,4,3,1,1,0,0,1,1,2,61419.9234142431
"1013",0,5,0,0,0,5,5,5,2,4,3,0,4,4,0,0,0,4,300689.558738328
"1014",0,0,0,0,0,0,0,5,1,1,2,0,1,0,0,0,1,1,61037.7829990338
"1015",5,42,0,0,42,5,47,4,2,1,3,4,3,0,0,3,4,7,34395.0779327647
"1016",0,0,0,0,0,0,0,3,2,6,3,2,6,2,0,0,6,8,150771.13316377
"1017",0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,94574.8189105696
"1018",0,2,0,0,1,1,2,5,1,2,2,1,1,0,0,0,2,2,809.936213789201
"1019",0,0,0,0,0,0,0,6,2,4,2,0,0,0,0,0,0,0,14572.6985524332
"1020",5,0,0,0,0,5,5,2,2,5,3,5,0,0,0,0,5,5,26957.5235574616
"1021",2,1,0,0,0,3,3,3,2,7,3,0,3,0,0,0,3,3,186853.393387479
"1022",0,0,0,0,0,0,0,3,2,3,2,3,0,0,0,0,3,3,240709.952741818
"1023",3,2,0,0,1,4,5,2,1,5,1,6,2,0,0,3,5,8,3034.74264483313
"1024",1,16,15,0,0,2,17,4,1,6,2,0,16,15,0,0,1,16,98149.4031914427
"1025",18,10,20,0,5,3,28,3,2,6,3,2,33,33,0,0,2,35,51645.9831524552
"1026",1,0,0,0,0,1,1,2,2,6,2,1,0,0,0,0,1,1,41254.2386456717
"1027",0,0,0,0,0,0,0,5,1,3,2,0,9,9,0,0,0,9,34349.6343871761
"1028",21,25,45,0,0,1,46,5,1,4,3,18,43,59,0,0,2,61,21880.2157560131
"1029",0,0,0,0,0,0,0,6,2,4,3,0,0,0,0,0,0,0,123184.901985787
"1030",10,12,0,0,16,6,22,5,2,1,3,3,3,0,0,0,6,6,13713.4201959422
"1031",0,4,1,0,3,0,4,4,1,7,2,0,0,0,0,0,0,0,37668.9653744434
"1032",1,0,0,0,0,1,1,5,2,4,3,1,0,0,0,0,1,1,70029.2596876515
"1033",2,1,0,0,3,0,3,3,2,6,5,1,2,0,0,3,0,3,43942.6680822609
"1034",0,0,0,0,0,0,0,1,2,5,3,2,0,0,0,0,2,2,539957.475859467
"1035",13,22,24,0,11,0,35,4,1,5,3,80,104,180,0,4,0,184,180277.54573221
"1036",50,0,0,0,50,0,50,4,2,4,2,1,16,0,0,15,2,17,5410.95015491737
"1037",6,2,0,0,4,4,8,5,1,2,2,2,4,0,0,4,2,6,109021.705930884
"1038",1,1,0,0,0,2,2,6,2,2,3,0,0,0,0,0,0,0,53737.7271357756
"1039",3,59,0,0,62,0,62,5,2,2,3,0,0,0,0,0,0,0,36381.1249412392
"1040",500,1000,0,0,1500,0,1500,6,2,4,3,0,1,0,0,0,1,1,134391.618256823
"1041",6,0,0,0,0,6,6,5,2,6,3,0,10,0,0,10,0,10,66776.6223892489
"1042",4,15,19,0,0,0,19,1,2,3,4,1,3,0,0,4,0,4,13060.9804442572
"1043",4,0,1,0,2,1,4,4,1,3,3,5,100,104,0,0,1,105,311986.373184282
"1044",10,7,17,0,0,0,17,5,2,5,3,4,1,2,0,0,3,5,32287.6196399244
"1045",50,0,0,0,0,50,50,5,2,6,3,49,35,0,0,35,49,84,175506.788061692
"1046",2,0,0,0,0,2,2,2,2,2,1,73,100,170,0,0,3,173,71824.9796715265
"1047",0,0,0,0,0,0,0,4,2,7,3,0,0,0,0,0,0,0,87210.2436519047
"1048",0,42,40,0,0,2,42,5,1,8,3,0,32,30,0,0,2,32,186401.976199099
"1049",0,0,0,0,0,0,0,5,2,5,2,0,0,0,0,0,0,0,7729.67913731476
