"","totphys_3m","totnonphys_3m","totwork_3m","totschool_3m","totother_3m","tothome_3m","totcon_all_3m","AGE_I","GENDER_I","INCOME_I","RACE_ETHNICITY_I","totphys","totnonphys","totwork","totschool","totother","tothome","totcon_all","WTFinal_US_M3_AbIGg"
"1854",142,163,195,0,99,11,305,5,1,8,2,0,44,40,0,4,0,44,12761.3900036083
"1855",1,0,0,0,0,1,1,6,1,4,2,0,0,0,0,0,0,0,22051.9617174731
"1856",1,0,0,0,0,1,1,6,2,4,2,1,0,0,0,0,1,1,19867.6369786176
"1857",0,3,0,0,0,3,3,1,2,4,1,1,0,0,0,1,0,1,288219.918857074
"1858",1,6,0,0,5,2,7,4,2,5,2,13,8,8,0,0,13,21,25143.8284394282
"1859",7,8,13,0,0,2,15,5,1,8,2,10,12,14,0,6,2,22,41545.16112246
"1860",0,0,0,0,0,0,0,6,2,3,4,0,0,0,0,0,0,0,16344.0515029561
"1861",0,5,0,0,4,1,5,5,1,5,5,0,9,0,0,8,1,9,34964.4008385216
"1862",2,6,6,0,0,2,8,4,2,6,2,2,11,11,0,0,2,13,18097.6286757351
"1863",0,7,6,0,0,1,7,2,2,5,4,0,14,10,0,3,1,14,51545.1462456094
"1864",1,0,0,0,0,1,1,2,1,1,1,6,0,0,0,0,6,6,36125.0744493402
"1865",4,5,0,0,1,8,9,3,2,6,2,3,10,0,0,0,13,13,50039.4628229187
"1866",0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0,12116.6997228559
"1867",3,1,0,0,0,4,4,4,1,7,2,3,3,0,0,0,6,6,43410.371390913
"1868",0,5,0,0,5,0,5,4,1,7,4,0,0,0,0,0,0,0,270880.429039669
"1869",0,0,0,0,0,0,0,3,1,8,2,0,0,0,0,0,0,0,33976.0820905787
"1870",2,1,0,0,1,2,3,6,2,6,2,0,0,0,0,0,0,0,14470.6927398731
"1871",1,3,0,0,3,1,4,6,2,6,2,1,1,0,0,0,2,2,17391.5063047389
"1872",3,2,0,0,0,5,5,3,2,8,2,2,1,0,0,1,2,3,46499.4176885979
"1873",0,0,0,0,0,0,0,6,2,5,2,0,2,0,0,2,0,2,9372.82350468581
"1874",3,1,0,0,0,4,4,4,1,8,2,2,5,0,0,5,2,7,47583.8828834735
"1875",2,1,0,0,0,3,3,6,2,7,2,3,2,0,0,5,0,5,24770.1254964461
"1876",10,9,0,0,9,10,19,3,1,2,1,8,4,0,0,5,7,12,49108.4321770251
"1877",1,6,0,0,6,1,7,6,2,5,2,1,1,0,0,1,1,2,7000.71215860504
"1878",0,0,0,0,0,0,0,2,1,4,4,3,5,0,0,8,0,8,184312.062561892
"1879",0,3,0,0,1,2,3,6,1,3,2,0,0,0,0,0,0,0,8595.74933400451
"1880",1,3,0,0,3,1,4,5,2,5,2,2,9,10,0,0,1,11,13310.27518635
"1881",0,2,0,1,0,1,2,1,1,4,2,4,3,0,0,6,1,7,385134.080160887
"1882",0,0,0,0,0,0,0,4,2,6,2,2,4,0,0,5,1,6,9405.23814361404
"1883",5,9,0,0,9,5,14,3,2,4,1,4,1,0,0,1,4,5,81479.6181144637
"1884",3,0,0,0,0,3,3,4,2,6,2,3,1,0,0,1,3,4,23891.4895999511
"1885",7,0,0,0,0,7,7,6,1,7,2,1,12,0,0,12,1,13,23321.3909974487
"1886",1,1,0,0,2,0,2,6,1,2,2,1,2,0,0,1,2,3,1545.18573567931
"1887",2,4,0,0,5,1,6,3,1,8,2,1,0,0,0,1,0,1,19177.7997207483
"1888",1,5,0,0,2,4,6,6,1,8,2,1,3,0,0,0,4,4,16047.0171847765
"1889",10,6,0,1,11,4,16,3,2,8,2,4,3,0,0,3,4,7,46499.4176885979
"1890",1,0,0,0,0,1,1,5,2,4,5,1,0,0,0,0,1,1,24905.7088434955
"1891",1,2,1,0,1,1,3,2,1,7,2,1,3,2,0,1,1,4,30617.0227685763
"1892",0,2,0,0,1,1,2,6,1,8,4,0,1,0,0,0,1,1,39961.2517506291
"1893",0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0,3773.24123509359
"1894",0,0,0,0,0,0,0,5,1,5,2,1,6,0,0,5,2,7,10461.570498928
"1895",1,1,0,0,1,1,2,5,1,4,4,1,1,0,0,1,1,2,10379.0926405681
"1896",4,0,0,0,1,3,4,5,2,2,2,3,4,0,0,6,1,7,5547.54887465652
"1897",2,4,0,0,4,2,6,5,2,8,2,1,0,0,0,0,1,1,23337.5531016173
"1898",11,0,1,5,0,5,11,1,2,2,2,7,1,0,0,3,5,8,26343.3543933118
"1899",2,1,0,0,1,2,3,2,2,6,2,6,0,0,0,0,6,6,39023.6674859712
"1900",4,21,12,0,7,6,25,2,1,6,2,1,4,0,0,1,4,5,65593.2274539803
"1901",5,2,0,0,0,7,7,5,1,8,2,6,9,0,0,14,1,15,12761.3900036083
"1902",1,0,0,0,0,1,1,6,1,7,4,1,0,0,0,0,1,1,83945.9525784155
"1903",1,8,0,0,9,0,9,6,2,5,2,2,2,0,0,4,0,4,5842.34151241116
"1904",18,20,28,0,0,10,38,4,1,6,2,0,5,5,0,0,0,5,8950.40549272915
"1905",2,1,0,0,1,2,3,4,1,5,2,2,3,0,0,3,2,5,15786.2280546943
"1906",0,6,6,0,0,0,6,6,2,3,4,0,0,0,0,0,0,0,85071.9053488928
"1907",0,2,0,0,2,0,2,6,2,7,2,1,2,0,0,2,1,3,12808.6758939307
"1908",1,5,0,0,5,1,6,6,1,6,2,0,4,0,0,4,0,4,7458.60419318096
"1909",5,0,4,0,0,1,5,3,1,7,2,6,0,4,0,0,2,6,40286.4924242756
"1910",3,0,0,0,0,3,3,5,2,7,4,0,2,0,0,0,2,2,53516.9646355107
"1911",3,3,3,0,0,3,6,3,2,7,2,3,2,0,0,2,3,5,24738.8516495343
"1912",1,0,0,0,0,1,1,5,1,3,2,0,0,0,0,0,0,0,18001.8436946018
"1913",2,6,0,0,4,4,8,4,2,8,2,7,14,12,0,8,1,21,44306.9426511021
"1914",6,2,0,0,8,0,8,6,2,6,2,4,0,0,0,4,0,4,17356.3220378291
"1915",4,2,0,0,2,4,6,6,2,4,4,1,2,0,0,1,2,3,15814.5731886517
"1916",2,0,0,0,0,2,2,6,1,6,2,0,2,0,0,1,1,2,8524.36745093736
"1917",0,7,0,0,7,0,7,5,2,7,3,9,9,0,0,18,0,18,49254.1119067124
"1918",3,1,0,0,1,3,4,3,1,6,2,3,2,0,0,2,3,5,13377.3846885494
"1919",0,1,0,0,1,0,1,2,1,5,4,0,0,0,0,0,0,0,85622.2195814069
"1920",5,12,13,0,0,4,17,3,1,6,4,2,2,0,0,2,2,4,21427.9246411561
"1921",2,1,0,0,1,2,3,3,2,8,2,2,3,0,0,3,2,5,74669.648911054
"1922",8,5,0,0,0,13,13,5,2,6,4,2,0,0,0,0,2,2,46984.0787656606
"1923",1,10,7,0,3,1,11,6,1,4,4,1,3,3,0,0,1,4,13051.3586622218
"1924",0,1,0,0,0,1,1,6,2,6,2,0,2,0,0,0,2,2,14408.3292858745
"1925",0,2,0,0,0,2,2,6,1,6,4,2,0,0,0,1,1,2,17929.8084221161
"1926",0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,3493.04808309096
"1927",0,455,455,0,0,0,455,2,1,4,2,0,115,115,0,0,0,115,23432.7522280363
"1928",1,3,0,0,4,0,4,2,2,6,2,0,4,0,0,4,0,4,14276.957477286
"1929",4,0,0,0,1,3,4,3,2,8,3,3,1,0,0,1,3,4,100997.708147059
"1930",0,3,0,0,3,0,3,3,1,2,4,0,0,0,0,0,0,0,18030.7101973751
"1931",2,2,0,1,0,3,4,4,2,8,4,2,0,0,0,0,2,2,61676.0950470749
"1932",0,0,0,0,0,0,0,6,2,4,2,0,2,0,0,0,2,2,9452.88801713745
"1933",1,0,0,0,0,1,1,5,2,8,4,1,0,0,0,0,1,1,83940.7980996302
"1934",0,6,3,0,3,0,6,3,2,8,4,0,0,0,0,0,0,0,86742.8952509094
"1935",11,29,38,0,0,2,40,5,2,8,2,1,2,0,0,2,1,3,38900.7604178733
"1936",3,0,0,0,0,3,3,3,1,8,2,3,0,0,0,0,3,3,18512.7996494434
"1937",2,2,0,1,1,2,4,3,2,8,1,4,1,0,2,1,2,5,61065.9678948005
"1938",5,0,0,0,0,5,5,6,2,5,2,16,8,0,0,8,16,24,12295.2339948575
"1939",3,0,2,0,0,1,3,5,1,5,2,1,0,0,0,0,1,1,4385.74274651454
"1940",0,2,0,0,2,0,2,1,2,6,4,1,0,0,0,0,1,1,83332.3260082187
"1941",3,1,0,0,2,2,4,5,2,5,2,2,0,0,0,0,2,2,5332.66898386094
"1942",1,2,0,0,1,2,3,5,1,7,2,1,18,0,0,19,0,19,28604.7480540843
"1943",2,0,0,0,0,2,2,1,1,4,2,4,8,0,0,8,4,12,63562.1603863695
"1944",1,0,0,0,0,1,1,5,1,4,4,1,1,0,0,1,1,2,26568.4657615541
"1945",1,11,0,0,8,4,12,6,1,2,4,1,16,9,0,6,2,17,5951.12641287251
"1946",0,0,0,0,0,0,0,6,2,5,2,0,0,0,0,0,0,0,5842.34151241116
"1947",3,2,0,0,4,1,5,5,2,8,2,1,1,0,0,2,0,2,58834.6549789034
"1948",3,1,0,0,0,4,4,3,2,3,1,0,9,0,0,8,1,9,29508.0083838379
"1949",5,4,6,0,0,3,9,3,2,2,3,2,0,0,0,0,2,2,67913.4901666919
"1950",2,3,0,0,4,1,5,3,2,4,1,1,13,11,0,0,3,14,25547.5507094622
"1951",1,9,7,0,2,1,10,5,2,8,2,1,8,0,0,9,0,9,23438.5648421472
"1952",1,2,0,0,2,1,3,6,2,6,2,1,2,0,0,2,1,3,17391.5063047389
"1953",11,0,6,0,2,3,11,2,2,4,1,1,27,0,0,27,1,28,50507.587344472
"1954",2,1,0,0,0,3,3,4,2,3,2,2,1,0,0,0,3,3,13088.0515407169
"1955",0,1,0,0,0,1,1,6,1,7,2,0,0,0,0,0,0,0,57399.8631379761
"1956",15,4,19,0,0,0,19,6,2,3,2,0,2,0,0,0,2,2,3773.24123509359
"1957",0,1,0,0,0,1,1,6,2,2,2,0,0,0,0,0,0,0,17757.2719864726
"1958",1,0,0,0,0,1,1,6,2,7,2,1,0,0,0,0,1,1,154953.903412192
"1959",0,1,0,0,1,0,1,6,1,1,2,0,0,0,0,0,0,0,2809.91210952554
"1960",1,5,0,0,5,1,6,5,2,3,2,1,6,0,0,6,1,7,6448.55110217515
"1961",8,8,0,0,0,16,16,4,1,7,2,4,0,0,0,0,4,4,96452.0524920294
"1962",75,33,33,0,0,75,108,4,2,4,2,2,2,2,0,2,0,4,6143.91201197414
"1963",0,3,0,0,1,2,3,1,2,2,4,0,3,0,0,0,3,3,47832.1022402565
"1964",17,4,16,0,2,3,21,2,1,5,1,13,2,10,0,1,4,15,56768.8398228391
"1965",24,520,531,0,13,0,544,2,2,2,1,70,85,55,0,90,10,155,269583.670745649
"1966",0,7,7,0,0,0,7,2,1,4,2,0,2,2,0,0,0,2,36323.9624245055
"1967",34,14,0,0,48,0,48,6,2,3,2,0,1,0,0,0,1,1,10617.5543388347
"1968",7,40,47,0,0,0,47,1,2,1,2,8,70,68,0,0,10,78,8864.30143659131
"1969",5,1,0,0,1,5,6,5,2,8,2,1,0,0,0,0,1,1,37551.8565379505
"1970",0,0,0,0,0,0,0,6,1,7,2,0,0,0,0,0,0,0,20753.3868729319
"1971",1,0,0,0,0,1,1,2,2,3,2,3,0,0,0,0,3,3,5782.42930650666
"1972",5,0,0,0,4,1,5,6,2,2,2,1,0,0,0,0,1,1,63187.0298507508
"1973",2,9,9,0,0,2,11,4,2,7,2,2,17,17,0,0,2,19,34027.8286031252
"1974",0,2,0,0,2,0,2,5,1,1,2,1,0,0,0,1,0,1,18259.3092875889
"1975",3,0,0,0,0,3,3,3,2,7,1,3,1,0,0,0,4,4,22897.2734506051
"1976",1,2,2,0,0,1,3,5,1,3,2,1,2,0,0,3,0,3,11300.31311883
"1977",1,2,0,0,3,0,3,5,2,6,4,0,2,0,0,2,0,2,60202.6777265295
"1978",2,0,0,1,0,1,2,6,2,3,2,0,0,0,0,0,0,0,6071.42543720637
"1979",2,2,0,0,2,2,4,4,1,7,3,16,7,0,0,0,23,23,90318.9910806503
"1980",1,8,5,0,0,4,9,1,1,5,1,3,0,0,0,0,3,3,539957.475859467
"1981",0,1,0,0,1,0,1,5,2,6,2,7,7,0,0,2,12,14,150638.823098358
"1982",1,0,0,0,0,1,1,4,2,3,2,2,2,0,0,3,1,4,11502.910438243
"1983",1,0,0,0,0,1,1,6,2,6,2,2,0,0,0,1,1,2,10808.3924291139
"1984",1,9,0,0,8,2,10,5,2,8,1,1,1,0,0,0,2,2,101863.136745873
"1985",0,0,0,0,0,0,0,4,1,6,4,0,2,0,0,2,0,2,63264.836887469
"1986",6,0,0,0,5,1,6,6,2,7,2,3,2,0,0,5,0,5,15394.0223573986
"1987",5,0,1,0,1,3,5,3,2,6,4,3,3,3,0,0,3,6,62601.6531205516
"1988",3,2,0,0,5,0,5,6,1,7,2,185,6,49,0,69,73,191,14131.9230316549
"1989",0,10,0,0,0,10,10,5,1,8,4,0,10,0,0,0,10,10,40416.4464107662
"1990",1,0,0,0,0,1,1,4,2,6,2,3,4,0,0,4,3,7,22158.5334904135
"1991",1,0,0,0,0,1,1,5,1,5,2,1,0,0,0,0,1,1,10461.570498928
"1992",3,1,0,0,1,3,4,5,2,3,2,3,6,0,1,4,4,9,5365.55028540108
"1993",0,0,0,0,0,0,0,6,2,5,2,0,1,0,0,1,0,1,16979.7363811661
"1994",0,2,0,0,2,0,2,6,2,1,5,1,2,0,0,3,0,3,15095.2400125932
"1995",1,2,0,0,0,3,3,6,1,4,2,0,1,0,0,0,1,1,13818.8160638884
"1996",2,0,0,0,0,2,2,5,1,8,2,1,4,0,0,4,1,5,98319.4070744561
"1997",1,2,0,0,1,2,3,6,2,2,2,3,5,0,0,8,0,8,6304.53747348999
"1998",0,0,0,0,0,0,0,3,1,7,4,0,25,25,0,0,0,25,59284.0197636463
"1999",2,0,0,0,0,2,2,6,2,1,2,0,0,0,0,0,0,0,46491.1741095786
"2000",48,60,0,0,105,3,108,4,1,8,5,3,3,0,0,3,3,6,418811.56220372
"2001",15,30,0,0,0,45,45,4,2,8,4,0,0,0,0,0,0,0,61676.0950470749
"2002",2,10,0,0,10,2,12,3,1,8,2,38,0,0,0,38,0,38,45745.935270001
"2003",3,2,0,0,4,1,5,5,1,4,2,0,11,0,0,11,0,11,19535.5979311887
"2004",1,1,0,0,1,1,2,6,1,8,2,0,0,0,0,0,0,0,39652.8792679637
"2005",1,0,0,0,0,1,1,6,2,6,2,1,0,0,0,0,1,1,10808.3924291139
"2006",0,0,0,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,134825.466489285
"2007",1,6,0,0,3,4,7,6,2,3,2,1,3,0,0,1,3,4,12760.6374168906
"2008",1,0,1,0,0,0,1,4,2,2,2,0,3,0,0,1,2,3,19079.9883535507
"2009",0,4,0,0,4,0,4,5,1,3,2,0,1,0,0,0,1,1,19974.1725779914
"2010",2,3,0,0,5,0,5,6,1,3,2,0,1,0,0,1,0,1,68189.7185436643
"2011",3,0,0,0,0,3,3,3,2,6,2,14,12,10,4,6,6,26,14452.4225769093
"2012",0,1,0,0,0,1,1,6,1,5,2,0,5,0,0,5,0,5,22272.8193960805
"2013",1,9,0,0,10,0,10,6,1,3,2,0,0,0,0,0,0,0,3478.59070577614
"2014",2,2,0,0,0,4,4,2,2,5,2,0,1,0,0,1,0,1,30099.2245726041
"2015",1,2,0,0,2,1,3,5,2,4,2,1,1,0,0,2,0,2,13414.8157377904
"2016",1,0,0,0,0,1,1,6,1,3,2,0,0,0,0,0,0,0,12255.1511243045
"2017",0,3,0,0,3,0,3,6,1,3,2,0,4,0,0,0,4,4,15677.0642089194
"2018",2,1,0,0,2,1,3,6,1,3,2,0,2,0,0,0,2,2,19207.7105584147
"2019",0,2,0,0,2,0,2,6,2,5,2,0,0,0,0,0,0,0,9372.82350468581
"2020",1,4,0,0,4,1,5,6,2,5,2,1,2,0,0,1,2,3,7000.71215860504
"2021",0,5,0,0,5,0,5,6,1,8,4,2,3,0,0,0,5,5,61945.3913437165
"2022",1,1,0,0,0,2,2,6,2,8,2,1,9,9,0,0,1,10,90961.355855723
"2023",0,6,0,0,5,1,6,6,1,4,2,2,6,0,0,6,2,8,8718.34862670832
"2024",2,1,0,0,1,2,3,6,2,5,2,1,3,0,0,0,4,4,34597.6593902692
"2025",1,2,0,0,2,1,3,1,2,2,4,0,0,0,0,0,0,0,44786.8169944063
"2026",0,9,0,0,8,1,9,6,2,3,2,3,4,0,0,6,1,7,17049.8706044921
"2027",2,2,0,0,2,2,4,6,2,6,5,0,0,0,0,0,0,0,35741.8097613457
"2028",2,4,0,0,4,2,6,1,2,3,2,8,2,9,0,0,1,10,17068.7825026126
"2029",3,0,0,0,0,3,3,4,2,6,2,2,0,0,0,0,2,2,11674.8620020432
"2030",1,7,0,0,7,1,8,3,2,8,2,2,0,2,0,0,0,2,72290.8591085568
"2031",0,1,0,0,0,1,1,6,1,4,2,0,0,0,0,0,0,0,14315.2030956635
"2032",7,11,0,0,14,4,18,2,2,3,2,1,4,0,0,1,4,5,12643.8537258956
"2033",3,0,0,0,0,3,3,5,2,8,2,1,0,0,0,0,1,1,90686.875261614
"2034",12,28,14,0,24,2,40,3,1,5,2,9,0,7,0,1,1,9,47318.5976322935
"2035",0,3,0,0,0,3,3,6,2,3,2,0,0,0,0,0,0,0,19412.6463275567
"2036",17,20,27,0,10,0,37,2,1,5,1,0,7,6,0,0,1,7,28001.6838274517
"2037",0,3,0,0,0,3,3,4,1,2,3,3,20,0,0,23,0,23,38168.5758570134
"2038",0,1,0,0,0,1,1,4,2,5,1,0,13,11,0,0,2,13,33186.0244804275
"2039",2,1,0,0,3,0,3,3,2,4,2,0,0,0,0,0,0,0,6679.55294168838
"2040",11,0,4,0,0,7,11,1,2,4,1,7,0,0,0,0,7,7,46073.3379634471
"2041",0,1,0,0,0,1,1,3,2,6,4,0,2,0,0,2,0,2,79462.0678857534
"2042",1,2,0,0,0,3,3,6,1,5,2,5,0,0,0,0,5,5,17331.4651598368
"2043",1,0,0,0,0,1,1,5,1,6,4,1,3,3,0,0,1,4,18785.4398859119
"2044",6,4,0,0,7,3,10,3,1,7,2,14,12,18,0,5,3,26,66219.9182529026
"2045",5,10,0,0,12,3,15,4,1,8,2,0,8,1,0,4,3,8,19256.5937315529
"2046",1,1,0,0,1,1,2,6,1,6,2,0,0,0,0,0,0,0,7726.52543762922
"2047",1,4,0,0,5,0,5,6,2,6,2,1,0,0,0,0,1,1,30413.8237609184
"2048",0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,10375.2080114007
"2049",3,60,62,0,0,1,63,1,1,2,2,4,0,0,0,0,4,4,46541.3199274261
"2050",1,1,0,0,2,0,2,5,1,3,3,0,0,0,0,0,0,0,86806.3304819558
"2051",1,2,0,0,1,2,3,1,2,6,2,0,0,0,0,0,0,0,45894.9720718302
"2052",3,5,0,0,3,5,8,3,2,7,2,3,4,0,0,3,4,7,47402.5536147821
"2053",4,1,0,0,1,4,5,4,1,7,2,3,14,11,0,2,4,17,41905.0944305381
"2054",1,0,0,0,0,1,1,1,1,4,2,81,51,80,0,50,2,132,77473.5021975205
"2055",1,4,0,0,2,3,5,6,1,8,2,1,3,0,0,2,2,4,16623.443645073
"2056",1,5,4,0,0,2,6,2,1,5,5,1,0,0,0,0,1,1,118496.412443624
"2057",0,12,12,0,0,0,12,3,1,4,4,1,15,13,0,0,3,16,69895.2564379338
"2058",10,12,18,0,2,2,22,3,1,3,4,54,10,35,0,26,3,64,38041.3576145456
"2059",5,1,5,0,0,1,6,5,2,8,2,4,0,3,0,0,1,4,14566.4902366812
"2060",3,3,0,0,2,4,6,2,2,7,1,2,0,0,0,0,2,2,145514.774932252
"2061",0,0,0,0,0,0,0,6,1,6,2,1,0,0,0,0,1,1,18430.5362282723
"2062",3,3,0,0,0,6,6,2,2,4,4,10,0,0,0,6,4,10,51224.6253683733
"2063",3,12,0,0,11,4,15,2,2,4,2,2,3,0,0,3,2,5,50874.1250143925
"2064",0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,58090.8669397983
"2065",0,8,0,0,3,5,8,2,2,5,1,0,6,0,0,3,3,6,72066.6661721365
"2066",3,1,0,0,0,4,4,3,2,3,4,3,2,0,0,2,3,5,11514.6306191222
"2067",6,4,7,0,0,3,10,5,1,6,2,6,15,15,0,1,5,21,24957.2940491618
"2068",2,2,0,0,0,4,4,5,2,1,1,4,0,0,0,0,4,4,71784.9380252691
"2069",1,1,0,0,1,1,2,3,2,7,2,6,3,0,0,8,1,9,22523.5547282052
"2070",2,2,0,0,4,0,4,5,2,6,2,0,1,0,0,0,1,1,12788.3032351136
"2071",3,0,0,0,2,1,3,2,2,2,2,0,1,0,0,0,1,1,42411.6346890053
"2072",1,9,0,0,8,2,10,2,1,6,1,3,1,0,0,3,1,4,511007.570686588
"2073",2,2,0,0,2,2,4,3,2,5,2,2,1,0,0,1,2,3,12769.8177173587
"2074",1,7,0,0,7,1,8,3,1,4,2,1,0,0,0,0,1,1,25498.8862331961
"2075",11,12,13,0,0,10,23,4,2,3,2,13,3,0,0,0,16,16,26668.0199929533
"2076",0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,11530.3801312172
"2077",2,1,0,0,1,2,3,5,2,8,2,2,0,0,0,0,2,2,37551.8565379505
"2078",1,0,0,0,0,1,1,6,2,4,2,1,1,0,0,0,2,2,7060.5136267019
"2079",0,0,0,0,0,0,0,6,2,5,2,0,0,0,0,0,0,0,9082.86400415186
"2080",7,0,0,0,0,7,7,3,1,3,1,0,17,15,0,0,2,17,55033.4932948993
"2081",1,0,0,0,0,1,1,5,1,7,2,0,1,0,0,0,1,1,226920.265241348
"2082",3,36,0,0,36,3,39,6,2,4,4,3,30,0,0,30,3,33,33525.5279386185
"2083",1,7,7,0,0,1,8,3,1,6,2,0,2,0,0,2,0,2,12636.3912169465
"2084",0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,5588.16767500042
"2085",0,4,0,0,2,2,4,5,1,6,2,1,7,0,0,6,2,8,24091.8870387677
"2086",1,1,0,0,1,1,2,5,1,7,2,1,0,0,0,0,1,1,83583.3009670033
"2087",1,9,0,0,8,2,10,6,2,4,2,5,5,0,0,10,0,10,9452.88801713745
"2088",0,30,29,0,0,1,30,6,1,5,4,1,6,6,0,0,1,7,33914.130139805
"2089",0,1,0,0,0,1,1,6,2,2,2,0,0,0,0,0,0,0,11025.2147371837
"2090",1,0,0,0,1,0,1,5,1,8,1,1,1,0,0,1,1,2,61400.3368060745
"2091",3,8,0,0,10,1,11,5,1,6,4,0,9,0,0,7,2,9,60233.7063702651
"2092",2,2,0,0,0,4,4,6,1,5,2,1,2,0,0,0,3,3,107493.243545165
"2093",12,15,18,0,0,9,27,1,1,3,1,7,21,20,0,0,8,28,76984.6106934688
"2094",3,8,7,0,1,3,11,3,1,7,4,3,4,4,0,0,3,7,96845.0761640739
"2095",5,2,0,0,0,7,7,6,1,3,4,3,3,0,0,0,6,6,97686.0034742739
"2096",15,0,0,0,14,1,15,2,1,4,5,0,0,0,0,0,0,0,164929.658604222
"2097",2,8,8,0,0,2,10,4,2,5,2,12,26,36,0,0,2,38,23440.991020231
"2098",0,0,0,0,0,0,0,6,2,5,2,0,1,0,0,0,1,1,18761.0315306294
"2099",2,5,5,0,0,2,7,4,2,5,4,2,0,0,0,0,2,2,46008.4174843428
"2100",1,1,0,0,0,2,2,6,1,7,2,1,6,4,0,1,2,7,34920.5980990647
"2101",0,2,0,0,2,0,2,5,2,4,2,0,0,0,0,0,0,0,8679.75345067739
"2102",1,0,0,0,0,1,1,2,1,8,2,1,0,0,0,0,1,1,60600.3846253414
"2103",0,0,0,0,0,0,0,3,1,8,2,13,0,0,0,8,5,13,35818.044844768
"2104",1,3,0,0,0,4,4,1,2,5,2,2,7,0,0,8,1,9,24097.5805849152
"2105",4,2,0,0,0,6,6,3,2,8,1,4,5,0,0,0,9,9,57683.4320254469
"2106",10,11,8,0,13,0,21,4,1,5,1,5,15,8,0,12,0,20,34275.2426828326
"2107",2,1,0,0,0,3,3,4,2,5,4,2,0,0,0,0,2,2,21861.1241408639
"2108",1,1,0,0,1,1,2,4,2,8,2,0,31,31,0,0,0,31,28524.7841582728
"2109",1,1,0,0,1,1,2,5,2,5,2,1,0,0,0,1,0,1,9955.01500705993
"2110",1,1,0,0,1,1,2,6,1,8,2,1,4,0,0,4,1,5,16047.0171847765
"2111",8,1,0,0,8,1,9,6,1,8,2,4,4,0,0,1,7,8,16623.443645073
"2112",4,1,0,0,1,4,5,4,1,4,1,1,13,0,0,13,1,14,439802.830434203
"2113",1,0,0,0,0,1,1,1,2,2,4,1,10,9,0,0,2,11,38733.9236216099
"2114",0,3,3,0,0,0,3,4,2,3,1,1,0,0,0,0,1,1,67018.6168656973
"2115",1,0,0,0,0,1,1,2,1,6,3,0,1,0,0,1,0,1,36578.3240512912
"2116",2,0,0,0,0,2,2,4,1,6,2,2,0,0,0,0,2,2,22911.3035330402
"2117",2,4,0,0,2,4,6,3,2,3,1,3,5,1,0,3,4,8,30701.1021508896
"2118",0,0,0,0,0,0,0,6,1,8,2,1,0,0,0,0,1,1,16047.0171847765
"2119",5,8,0,0,8,5,13,2,2,4,1,5,0,0,0,0,5,5,36681.1868801976
"2120",10,18,22,0,0,6,28,3,1,8,2,8,0,5,0,0,3,8,19177.7997207483
"2121",0,4,0,0,0,4,4,6,2,6,4,0,3,0,0,3,0,3,317677.615292818
"2122",1,5,4,0,0,2,6,3,1,8,2,3,20,23,0,0,0,23,47389.1794465981
"2123",0,7,0,0,7,0,7,5,2,3,2,0,0,0,0,0,0,0,9749.16382624858
"2124",3,0,0,0,0,3,3,4,2,8,2,3,0,0,0,0,3,3,45898.4966343036
"2125",1,2,0,0,2,1,3,4,1,8,2,1,0,0,0,0,1,1,19948.3117022034
"2126",10,10,0,0,20,0,20,3,2,1,1,0,0,0,0,0,0,0,26958.6272963553
"2127",3,2,0,0,2,3,5,3,2,3,2,5,1,0,0,1,5,6,11726.4340542358
"2128",17,17,14,0,16,4,34,4,1,6,2,11,0,11,0,0,0,11,9550.41357183207
"2129",5,0,0,0,0,5,5,1,2,1,4,5,0,0,0,0,5,5,31810.1775449555
"2130",1,4,0,0,5,0,5,4,1,3,1,5,5,0,0,10,0,10,22285.0219321045
"2131",4,2,0,0,0,6,6,2,2,6,2,4,0,0,0,0,4,4,17894.0870397037
"2132",9,0,0,0,0,9,9,4,2,4,2,3,1,0,0,3,1,4,25496.1573346027
"2133",3,0,0,0,0,3,3,6,2,5,3,3,2,0,0,2,3,5,17501.5282113213
"2134",0,12,12,0,0,0,12,5,1,4,3,9,5,14,0,0,0,14,39108.3156319053
"2135",3,3,0,3,0,3,6,4,2,8,2,0,4,0,0,4,0,4,14950.2097316897
"2136",9,0,0,0,3,6,9,4,1,2,5,0,0,0,0,0,0,0,50465.8770575482
"2137",4,0,0,0,0,4,4,3,2,1,1,0,0,0,0,0,0,0,4777.97689676906
"2138",6,6,12,0,0,0,12,2,2,3,1,100,0,22,0,70,8,100,11666.78212047
"2139",1,11,10,0,0,2,12,2,2,6,2,6,7,12,0,0,1,13,9693.61171701475
"2140",2,3,0,0,3,2,5,4,2,4,1,0,1,0,0,0,1,1,14640.1011105552
"2141",1,0,0,0,0,1,1,2,1,5,2,2,1,0,0,0,3,3,36261.9495464014
"2142",10,0,0,0,0,10,10,4,2,2,1,6,0,0,0,0,6,6,29061.9937250393
